CUSTKEY,CUSTNAME,CUSTPHONE,SEGMENT,NATIONKEY_CUS,NATION_CUS,NATIONCOMMENT_CUS,ORDERDATE,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY_SUPP,NATION_SUPP,NATIONCOMMENT_SUPP,QUANTITY,DISCOUNT
116,Customer#000000116,26-632-309-5792,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",17/05/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,25,0.09
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,22/12/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,19,0.05
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,22/12/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,19,0.05
19,Customer#000000019,28-396-526-5053,HOUSEHOLD,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,06/01/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,4,0.1
19,Customer#000000019,28-396-526-5053,HOUSEHOLD,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,06/01/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,4,0.1
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,04/10/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,33,0.05
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,40,0.02
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,40,0.02
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,40,0.02
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,29/01/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,94,0.0675
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,29/01/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,94,0.0675
13,Customer#000000013,13-761-547-5974,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",09/01/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,36,0.04
13,Customer#000000013,13-761-547-5974,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",09/01/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,36,0.04
13,Customer#000000013,13-761-547-5974,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",09/01/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,14,0.03
13,Customer#000000013,13-761-547-5974,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",09/01/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,14,0.03
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",28/07/1998,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,89,0.025
94,Customer#000000094,19-953-499-8833,HOUSEHOLD,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,17/10/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,5,0.1
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",05/08/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,44,0
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",05/08/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,44,0
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",05/08/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,44,0
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,09/09/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,19,0.07
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,09/09/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,19,0.07
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,24/08/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,48,0.08
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,24/08/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,48,0.08
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,13,0.04
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,13,0.04
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,35,0.06
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,35,0.06
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,08/11/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28,0.07
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,08/11/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28,0.07
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,08/11/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16,0.06
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,08/11/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16,0.06
43,Customer#000000043,29-316-665-2897,MACHINERY,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,25/10/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.07
43,Customer#000000043,29-316-665-2897,MACHINERY,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,25/10/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.07
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,06/09/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,13,0.09
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,06/09/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",12,0.01
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27,0.1
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27,0.1
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27,0.1
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27,0.1
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,26/07/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.05
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,26/07/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,32,0
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,26/07/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,34,0.09
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",12/07/1996,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,30,0.04
124,Customer#000000124,28-183-750-7809,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,02/11/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,48,0.03
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,21/01/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,43,0.1
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/04/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,43,0.09
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/04/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,43,0.09
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/04/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,43,0.09
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/04/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,43,0.09
77,Customer#000000077,27-269-357-4674,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11/12/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,34,0.04
77,Customer#000000077,27-269-357-4674,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11/12/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,34,0.04
77,Customer#000000077,27-269-357-4674,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11/12/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,34,0.04
77,Customer#000000077,27-269-357-4674,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11/12/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,34,0.04
59,Customer#000000059,11-355-584-3112,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,14/08/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,17,0.04
35,Customer#000000035,27-566-888-7431,HOUSEHOLD,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,13/10/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,50,0.05
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,76,0.055
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,76,0.055
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,76,0.055
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,27,0.1
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,27,0.1
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,30/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,27,0.1
79,Customer#000000079,25-147-850-4166,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,03/09/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,37,0.04
125,Customer#000000125,29-261-996-3120,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,04/11/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21,0.06
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,30/08/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.06
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,30/08/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,25,0.06
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,45,0.08
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,45,0.08
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,45,0.08
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,07/07/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,55,0.07
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,07/07/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,55,0.07
101,Customer#000000101,12-514-298-3699,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,14/08/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,8,0.01
101,Customer#000000101,12-514-298-3699,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,14/08/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,26,0.02
98,Customer#000000098,22-885-845-6889,BUILDING,12,JAPAN,"ously. final, express gifts cajole a",17/02/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,65,0.075
98,Customer#000000098,22-885-845-6889,BUILDING,12,JAPAN,"ously. final, express gifts cajole a",17/02/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,65,0.075
98,Customer#000000098,22-885-845-6889,BUILDING,12,JAPAN,"ously. final, express gifts cajole a",17/02/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,65,0.075
62,Customer#000000062,17-361-978-7059,MACHINERY,7,GERMANY,"l platelets. regular accounts x-ray: unusual, regular acco",10/05/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,47,0.1
62,Customer#000000062,17-361-978-7059,MACHINERY,7,GERMANY,"l platelets. regular accounts x-ray: unusual, regular acco",10/05/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,47,0.1
13,Customer#000000013,13-761-547-5974,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",04/08/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",31,0.1
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,11/01/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,39,0.035
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,04/07/1998,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,1,0.09
94,Customer#000000094,19-953-499-8833,HOUSEHOLD,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,14/07/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,48,0.08
124,Customer#000000124,28-183-750-7809,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,26/02/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,15,0.02
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/12/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,14,0.03
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/12/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,14,0.03
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/12/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",12,0.01
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/12/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",12,0.01
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,21/05/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,3,0.04
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,21/05/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,3,0.04
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,02/03/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,42,0.07
