CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,41,burlywood goldenrod pink peru sienna,Brand#23,Manufacturer#2,ECONOMY ANODIZED TIN,22,20702.88,0.05
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,116,goldenrod black slate forest red,Brand#53,Manufacturer#5,PROMO POLISHED NICKEL,27,27434.97,0.04
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,117,tomato honeydew pale red yellow,Brand#14,Manufacturer#1,SMALL BRUSHED TIN,33,33564.63,0.01
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,4,4172.56,0.01
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,26,25091.56,0.08
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,192,thistle puff pink cream orange,Brand#34,Manufacturer#3,STANDARD BRUSHED COPPER,41,44779.79,0.01
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,28,navajo yellow drab white misty,Brand#44,Manufacturer#4,SMALL PLATED COPPER,33,30624.66,0.08
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,39,rose medium floral salmon powder,Brand#53,Manufacturer#5,SMALL POLISHED TIN,46,43195.38,0.07
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,43,42659.87,0.05
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,17,17733.38,0.08
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,7,7063.7,0.08
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,9,9604.44,0
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,171,beige violet black magenta chartreuse,Brand#11,Manufacturer#1,STANDARD BURNISHED COPPER,33,35348.61,0.02
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,28,28955.64,0.05
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,38,seashell papaya white mint brown,Brand#43,Manufacturer#4,ECONOMY ANODIZED BRASS,44,41273.32,0.05
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,29,31586.22,0.05
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,57,purple blue light sienna deep,Brand#32,Manufacturer#3,MEDIUM BURNISHED BRASS,29,27754.45,0.04
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,10,10341.3,0.04
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,131,tomato moccasin cyan brown goldenrod,Brand#52,Manufacturer#5,STANDARD ANODIZED BRASS,25,25778.25,0
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,105,dodger slate pale mint navajo,Brand#15,Manufacturer#1,SMALL POLISHED COPPER,25,12563.75,0.06
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,119,olive metallic slate peach green,Brand#43,Manufacturer#4,LARGE POLISHED STEEL,50,50955.5,0.08
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,12,cornflower wheat orange maroon ghost,Brand#33,Manufacturer#3,MEDIUM ANODIZED STEEL,10,9120.1,0.07
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,7,6776.42,0
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,176,pink drab ivory papaya grey,Brand#24,Manufacturer#2,SMALL ANODIZED STEEL,1,1076.17,0.05
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,24,26068.32,0.08
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,24,24218.4,0.07
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,63,burnished puff coral light papaya,Brand#32,Manufacturer#3,STANDARD BURNISHED NICKEL,6,5778.36,0.03
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,1,goldenrod lavender spring chocolate lace,Brand#13,Manufacturer#1,PROMO BURNISHED COPPER,70,31535,0.045
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,25,aquamarine steel firebrick light turquoise,Brand#55,Manufacturer#5,STANDARD BRUSHED COPPER,48,44400.96,0.05
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,58,linen hot cornsilk drab bisque,Brand#53,Manufacturer#5,STANDARD POLISHED TIN,24,22993.2,0.07
113,Customer#000000113,"eaOl5UBXIvdY57rglaIzqvfPD,MYfK",BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,9,8712.54,0.06
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,91,misty bisque lavender spring turquoise,Brand#21,Manufacturer#2,STANDARD BRUSHED TIN,5,4955.45,0.01
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,69,lace burnished rosy antique metallic,Brand#52,Manufacturer#5,MEDIUM POLISHED BRASS,48,46514.88,0.03
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,83,blush green dim lawn peru,Brand#12,Manufacturer#1,PROMO BURNISHED NICKEL,39,38340.12,0.08
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,14,khaki seashell rose cornsilk navajo,Brand#13,Manufacturer#1,SMALL POLISHED STEEL,17,15538.17,0.05
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,71,violet firebrick cream peru white,Brand#33,Manufacturer#3,STANDARD PLATED BRASS,41,39813.87,0
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,26,beige frosted moccasin chocolate snow,Brand#32,Manufacturer#3,SMALL BRUSHED STEEL,8,7408.16,0.08
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,163,blush metallic maroon lawn forest,Brand#21,Manufacturer#2,ECONOMY PLATED TIN,25,26579,0.04
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,12,11929.08,0.03
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,81,misty sandy cornsilk dodger blush,Brand#53,Manufacturer#5,ECONOMY BRUSHED TIN,43,42186.44,0.05
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,5,5335.8,0.01
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,72,34525.8,0.05
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,40,lemon midnight metallic sienna steel,Brand#25,Manufacturer#2,ECONOMY BURNISHED COPPER,32,30081.28,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,110,firebrick navy rose beige black,Brand#33,Manufacturer#3,STANDARD BURNISHED COPPER,37,37374.07,0.04
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,72,38994.48,0.075
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,82,khaki tomato purple almond tan,Brand#15,Manufacturer#1,ECONOMY POLISHED TIN,12,11784.96,0.05
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,35,green blush tomato burlywood seashell,Brand#43,Manufacturer#4,MEDIUM ANODIZED BRASS,1,935.03,0.03
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,170,peru grey blanched goldenrod yellow,Brand#33,Manufacturer#3,LARGE POLISHED COPPER,6,6421.02,0.01
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,101,powder deep lavender violet gainsboro,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,11,11012.1,0.08
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,131,tomato moccasin cyan brown goldenrod,Brand#52,Manufacturer#5,STANDARD ANODIZED BRASS,28,28871.64,0.02
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,1,goldenrod lavender spring chocolate lace,Brand#13,Manufacturer#1,PROMO BURNISHED COPPER,50,45050,0.06
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,158,magenta light misty navy honeydew,Brand#45,Manufacturer#4,MEDIUM BURNISHED COPPER,50,52907.5,0.03
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,128,dark burlywood burnished snow sky,Brand#22,Manufacturer#2,PROMO PLATED TIN,6,6168.72,0.05
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,77,mint bisque chiffon snow firebrick,Brand#52,Manufacturer#5,STANDARD BRUSHED COPPER,15,14656.05,0.02
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,71,violet firebrick cream peru white,Brand#33,Manufacturer#3,STANDARD PLATED BRASS,19,18450.33,0.08
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,48,50070.72,0.01
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,123,deep dim peach light beige,Brand#12,Manufacturer#1,SMALL BURNISHED TIN,33,33762.96,0.01
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,48,slate thistle cornsilk pale forest,Brand#53,Manufacturer#5,STANDARD BRUSHED STEEL,3,2844.12,0.02
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,9,8289.18,0.03
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,91,misty bisque lavender spring turquoise,Brand#21,Manufacturer#2,STANDARD BRUSHED TIN,10,9910.9,0.07
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,39,rose medium floral salmon powder,Brand#53,Manufacturer#5,SMALL POLISHED TIN,8,7512.24,0.03
85,Customer#000000085,siRerlDwiolhYR 8FgksoezycLj,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,46,45728.14,0.04
85,Customer#000000085,siRerlDwiolhYR 8FgksoezycLj,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,23,20746,0
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,24,21648,0.05
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,118,ghost plum brown coral cornsilk,Brand#25,Manufacturer#2,PROMO ANODIZED TIN,41,41742.51,0
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,170,peru grey blanched goldenrod yellow,Brand#33,Manufacturer#3,LARGE POLISHED COPPER,18,19263.06,0.05
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,102,papaya maroon blush powder sky,Brand#31,Manufacturer#3,MEDIUM BURNISHED BRASS,32,32067.2,0.06
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,7,6657.35,0
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,52,lemon midnight lace sky deep,Brand#35,Manufacturer#3,STANDARD BURNISHED TIN,30,28561.5,0.06
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,48,slate thistle cornsilk pale forest,Brand#53,Manufacturer#5,STANDARD BRUSHED STEEL,41,38869.64,0
41,Customer#000000041,IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,20,20782.6,0.01
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,50,48403,0.08
41,Customer#000000041,IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,11,11144.21,0.05
101,Customer#000000101,sMmL2rNeHDltovSm Y,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,11,10824.88,0.02
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,14,khaki seashell rose cornsilk navajo,Brand#13,Manufacturer#1,SMALL POLISHED STEEL,30,27420.3,0.04
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,45,45995.4,0.05
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,73,cream moccasin royal dim chiffon,Brand#21,Manufacturer#2,SMALL BRUSHED COPPER,15,14596.05,0.08
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,142,chartreuse linen grey slate saddle,Brand#55,Manufacturer#5,STANDARD ANODIZED BRASS,6,6252.84,0.05
71,Customer#000000071,"TlGalgdXWBmMV,6agLyWYDyIz9MKzcY8gl,w6t1B",HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,9,9325.17,0.03
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,46,honeydew turquoise aquamarine spring tan,Brand#11,Manufacturer#1,STANDARD POLISHED TIN,11,10406.44,0.06
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,157,navajo linen coral brown forest,Brand#11,Manufacturer#1,ECONOMY ANODIZED STEEL,37,39114.55,0.04
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,89,ghost lace lemon sienna saddle,Brand#53,Manufacturer#5,STANDARD BURNISHED STEEL,34,33628.72,0.06
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,10,linen pink saddle puff powder,Brand#54,Manufacturer#5,LARGE BURNISHED STEEL,40,36400.4,0.03
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,38,39372.94,0.03
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,38,38345.8,0.08
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,78,blush forest slate seashell puff,Brand#14,Manufacturer#1,ECONOMY POLISHED STEEL,1,978.07,0.05
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,123,deep dim peach light beige,Brand#12,Manufacturer#1,SMALL BURNISHED TIN,39,39901.68,0
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,14,14673.96,0.05
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,44,40172.44,0.04
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,26,beige frosted moccasin chocolate snow,Brand#32,Manufacturer#3,SMALL BRUSHED STEEL,8,7408.16,0.08
